neuron1,value,neuron2
"2nd_layer_n146, 0","-0,044786528","3th_layer_n418, 0"
"2nd_layer_n480, 0","0,0824851","3th_layer_n419, 0"
"2nd_layer_n55, 0","-0,40468675","3th_layer_n419, 0"
"2nd_layer_n14, 0","0,061899364","3th_layer_n420, 0"
"2nd_layer_n38, 0","-0,8075118","3th_layer_n420, 0"
"2nd_layer_n148, 0","0,18171135","3th_layer_n421, 0"
"2nd_layer_n101, 0","-0,77607536","3th_layer_n421, 0"
"2nd_layer_n464, 0","0,9516977","3th_layer_n422, 0"
"2nd_layer_n504, 0","-0,7789639","3th_layer_n422, 0"
"2nd_layer_n308, 0","0,37164995","3th_layer_n423, 0"
"2nd_layer_n475, 0","-0,8644588","3th_layer_n423, 0"
"2nd_layer_n470, 0","0,90607953","3th_layer_n424, 0"
"2nd_layer_n237, 0","-0,3077637","3th_layer_n424, 0"
"2nd_layer_n453, 0","0,87849164","3th_layer_n425, 0"
"2nd_layer_n391, 0","-0,61284685","3th_layer_n425, 0"
"2nd_layer_n481, 0","0,72024775","3th_layer_n426, 0"
"2nd_layer_n327, 0","-0,8980162","3th_layer_n426, 0"
"2nd_layer_n460, 0","0,46434313","3th_layer_n427, 0"
"2nd_layer_n389, 0","-0,78402454","3th_layer_n427, 0"
"2nd_layer_n390, 0","0,026033333","3th_layer_n428, 0"
"2nd_layer_n92, 0","-0,5568886","3th_layer_n428, 0"
"2nd_layer_n400, 0","0,18356206","3th_layer_n429, 0"
"2nd_layer_n308, 0","-0,57745844","3th_layer_n429, 0"
"2nd_layer_n247, 0","0,4076493","3th_layer_n430, 0"
"2nd_layer_n227, 0","-0,45954454","3th_layer_n430, 0"
"2nd_layer_n147, 0","0,16380517","3th_layer_n431, 0"
"2nd_layer_n414, 0","-0,07741099","3th_layer_n431, 0"
"2nd_layer_n463, 0","0,035321083","3th_layer_n432, 0"
"2nd_layer_n72, 0","-0,4695341","3th_layer_n432, 0"
"2nd_layer_n141, 0","0,848823","3th_layer_n433, 0"
"2nd_layer_n255, 0","-0,9269147","3th_layer_n433, 0"
"2nd_layer_n206, 0","0,76363504","3th_layer_n434, 0"
"2nd_layer_n69, 0","-0,3160715","3th_layer_n434, 0"
"2nd_layer_n58, 0","0,14893454","3th_layer_n435, 0"
"2nd_layer_n281, 0","-0,88671577","3th_layer_n435, 0"
"2nd_layer_n417, 0","0,74161845","3th_layer_n436, 0"
"2nd_layer_n34, 0","-0,123464435","3th_layer_n436, 0"
"2nd_layer_n441, 0","0,9717142","3th_layer_n437, 0"
"2nd_layer_n148, 0","-0,5403882","3th_layer_n437, 0"
"2nd_layer_n148, 0","0,98960817","3th_layer_n438, 0"
"2nd_layer_n120, 0","-0,6862096","3th_layer_n438, 0"
"2nd_layer_n404, 0","0,12731257","3th_layer_n439, 0"
"2nd_layer_n411, 0","-0,5867439","3th_layer_n439, 0"
"2nd_layer_n224, 0","0,14193366","3th_layer_n440, 0"
"2nd_layer_n122, 0","-0,80226165","3th_layer_n440, 0"
"2nd_layer_n393, 0","0,7007415","3th_layer_n441, 0"
"2nd_layer_n378, 0","-0,5655779","3th_layer_n441, 0"
"2nd_layer_n374, 0","0,635119","3th_layer_n442, 0"
"2nd_layer_n453, 0","-0,046355747","3th_layer_n442, 0"
"2nd_layer_n312, 0","0,78835624","3th_layer_n443, 0"
"2nd_layer_n66, 0","-0,43334606","3th_layer_n443, 0"
"2nd_layer_n104, 0","0,40155235","3th_layer_n444, 0"
"2nd_layer_n481, 0","-0,57824165","3th_layer_n444, 0"
"2nd_layer_n466, 0","0,77977365","3th_layer_n445, 0"
"2nd_layer_n360, 0","-0,08270537","3th_layer_n445, 0"
"2nd_layer_n86, 0","0,20576923","3th_layer_n446, 0"
"2nd_layer_n311, 0","-0,16169778","3th_layer_n446, 0"
"2nd_layer_n481, 0","0,44280666","3th_layer_n447, 0"
"2nd_layer_n351, 0","-0,73109263","3th_layer_n447, 0"
"2nd_layer_n452, 0","0,4569464","3th_layer_n448, 0"
"2nd_layer_n160, 0","-0,11206096","3th_layer_n448, 0"
"2nd_layer_n25, 0","0,93851316","3th_layer_n449, 0"
"2nd_layer_n175, 0","-0,3936641","3th_layer_n449, 0"
"2nd_layer_n107, 0","0,9680073","3th_layer_n450, 0"
"2nd_layer_n138, 0","-0,051275056","3th_layer_n450, 0"
"2nd_layer_n75, 0","0,22231779","3th_layer_n451, 0"
"2nd_layer_n460, 0","-0,272999","3th_layer_n451, 0"
"2nd_layer_n494, 0","0,33754054","3th_layer_n452, 0"
"2nd_layer_n305, 0","-0,1018315","3th_layer_n452, 0"
"2nd_layer_n448, 0","0,5100207","3th_layer_n453, 0"
"2nd_layer_n19, 0","-0,8455544","3th_layer_n453, 0"
"2nd_layer_n444, 0","0,18138438","3th_layer_n454, 0"
"2nd_layer_n252, 0","-0,8078585","3th_layer_n454, 0"
"2nd_layer_n191, 0","0,2192551","3th_layer_n455, 0"
"2nd_layer_n54, 0","-0,7322284","3th_layer_n455, 0"
"2nd_layer_n373, 0","0,3929191","3th_layer_n456, 0"
"2nd_layer_n284, 0","-0,39440936","3th_layer_n456, 0"
"2nd_layer_n59, 0","0,6195567","3th_layer_n457, 0"
"2nd_layer_n282, 0","-0,27225783","3th_layer_n457, 0"
"2nd_layer_n62, 0","0,009426154","3th_layer_n458, 0"
"2nd_layer_n238, 0","-0,91846293","3th_layer_n458, 0"
"2nd_layer_n228, 0","0,7686979","3th_layer_n459, 0"
"2nd_layer_n84, 0","-0,0059978934","3th_layer_n459, 0"
"2nd_layer_n443, 0","0,8622404","3th_layer_n460, 0"
"2nd_layer_n295, 0","-0,044104245","3th_layer_n460, 0"
"2nd_layer_n111, 0","0,6186302","3th_layer_n461, 0"
"2nd_layer_n77, 0","-0,028747585","3th_layer_n461, 0"
"2nd_layer_n259, 0","0,5512708","3th_layer_n462, 0"
"2nd_layer_n114, 0","-0,23355882","3th_layer_n462, 0"
"2nd_layer_n201, 0","0,5870627","3th_layer_n463, 0"
"2nd_layer_n11, 0","-0,6982726","3th_layer_n463, 0"
"2nd_layer_n70, 0","0,84029937","3th_layer_n464, 0"
"2nd_layer_n276, 0","-0,77576387","3th_layer_n464, 0"
"2nd_layer_n326, 0","0,8113995","3th_layer_n465, 0"
"2nd_layer_n198, 0","-0,034271806","3th_layer_n465, 0"
"2nd_layer_n492, 0","0,770494","3th_layer_n466, 0"
"2nd_layer_n403, 0","-0,032088224","3th_layer_n466, 0"
"2nd_layer_n505, 0","0,94076926","3th_layer_n467, 0"
"2nd_layer_n259, 0","-0,73043996","3th_layer_n467, 0"
"2nd_layer_n203, 0","0,30709153","3th_layer_n468, 0"
"2nd_layer_n364, 0","-0,9991689","3th_layer_n468, 0"
"2nd_layer_n476, 0","0,5792136","3th_layer_n469, 0"
"2nd_layer_n66, 0","-0,25634137","3th_layer_n469, 0"
"2nd_layer_n394, 0","0,84136087","3th_layer_n470, 0"
"2nd_layer_n97, 0","-0,39058542","3th_layer_n470, 0"
"2nd_layer_n286, 0","0,058473382","3th_layer_n471, 0"
"2nd_layer_n387, 0","-0,15612563","3th_layer_n471, 0"
"2nd_layer_n386, 0","0,8149042","3th_layer_n472, 0"
"2nd_layer_n269, 0","-0,43710437","3th_layer_n472, 0"
"2nd_layer_n264, 0","0,38071638","3th_layer_n473, 0"
"2nd_layer_n400, 0","-0,47839603","3th_layer_n473, 0"
"2nd_layer_n231, 0","0,5268138","3th_layer_n474, 0"
"2nd_layer_n177, 0","-0,9465092","3th_layer_n474, 0"
"2nd_layer_n116, 0","0,015099525","3th_layer_n475, 0"
"2nd_layer_n9, 0","-0,44401783","3th_layer_n475, 0"
"2nd_layer_n509, 0","0,80067945","3th_layer_n476, 0"
"2nd_layer_n203, 0","-0,30063","3th_layer_n476, 0"
"2nd_layer_n68, 0","0,9890129","3th_layer_n477, 0"
"2nd_layer_n216, 0","-0,8939251","3th_layer_n477, 0"
"2nd_layer_n350, 0","0,13786654","3th_layer_n478, 0"
"2nd_layer_n424, 0","-0,50535727","3th_layer_n478, 0"
"2nd_layer_n382, 0","0,4417308","3th_layer_n479, 0"
"2nd_layer_n355, 0","-0,993497","3th_layer_n479, 0"
"2nd_layer_n262, 0","0,0739909","3th_layer_n480, 0"
"2nd_layer_n175, 0","-0,62218213","3th_layer_n480, 0"
"2nd_layer_n154, 0","0,11564797","3th_layer_n481, 0"
"2nd_layer_n273, 0","-0,6786042","3th_layer_n481, 0"
"2nd_layer_n227, 0","0,79752326","3th_layer_n482, 0"
"2nd_layer_n37, 0","-0,9736805","3th_layer_n482, 0"
"2nd_layer_n149, 0","0,34244362","3th_layer_n483, 0"
"2nd_layer_n219, 0","-0,7264702","3th_layer_n483, 0"
"2nd_layer_n259, 0","0,8690504","3th_layer_n484, 0"
"2nd_layer_n120, 0","-0,2677499","3th_layer_n484, 0"
"2nd_layer_n85, 0","0,9393306","3th_layer_n485, 0"
"2nd_layer_n487, 0","-0,185873","3th_layer_n485, 0"
"2nd_layer_n220, 0","0,95077115","3th_layer_n486, 0"
"2nd_layer_n405, 0","-0,033482186","3th_layer_n486, 0"
"2nd_layer_n446, 0","0,65099704","3th_layer_n487, 0"
"2nd_layer_n485, 0","-0,5738481","3th_layer_n487, 0"
"2nd_layer_n156, 0","0,60149795","3th_layer_n488, 0"
"2nd_layer_n422, 0","-0,15702276","3th_layer_n488, 0"
"2nd_layer_n492, 0","0,49201754","3th_layer_n489, 0"
"2nd_layer_n430, 0","-0,7409622","3th_layer_n489, 0"
"2nd_layer_n27, 0","0,9915237","3th_layer_n490, 0"
"2nd_layer_n288, 0","-0,24393852","3th_layer_n490, 0"
"2nd_layer_n375, 0","0,8889942","3th_layer_n491, 0"
"2nd_layer_n484, 0","-0,83092475","3th_layer_n491, 0"
"2nd_layer_n213, 0","0,87847286","3th_layer_n492, 0"
"2nd_layer_n335, 0","-0,82058394","3th_layer_n492, 0"
"2nd_layer_n366, 0","0,3753801","3th_layer_n493, 0"
"2nd_layer_n109, 0","-0,67484623","3th_layer_n493, 0"
"2nd_layer_n495, 0","0,52060294","3th_layer_n494, 0"
"2nd_layer_n66, 0","-0,025918864","3th_layer_n494, 0"
"2nd_layer_n14, 0","0,7135919","3th_layer_n495, 0"
"2nd_layer_n289, 0","-0,418126","3th_layer_n495, 0"
"2nd_layer_n275, 0","0,51139605","3th_layer_n496, 0"
"2nd_layer_n343, 0","-0,2846085","3th_layer_n496, 0"
"2nd_layer_n471, 0","0,669066","3th_layer_n497, 0"
"2nd_layer_n12, 0","-0,9198461","3th_layer_n497, 0"
"2nd_layer_n237, 0","0,5965334","3th_layer_n498, 0"
"2nd_layer_n140, 0","-0,41918278","3th_layer_n498, 0"
"2nd_layer_n431, 0","0,7757111","3th_layer_n499, 0"
"2nd_layer_n298, 0","-0,47417563","3th_layer_n499, 0"
"2nd_layer_n1, 0","0,58178127","3th_layer_n500, 0"
"2nd_layer_n438, 0","-0,9421969","3th_layer_n500, 0"
"2nd_layer_n491, 0","0,043597173","3th_layer_n501, 0"
"2nd_layer_n96, 0","-0,87936234","3th_layer_n501, 0"
"2nd_layer_n224, 0","0,5068591","3th_layer_n502, 0"
"2nd_layer_n480, 0","-0,3325392","3th_layer_n502, 0"
"2nd_layer_n425, 0","0,6290057","3th_layer_n503, 0"
"2nd_layer_n159, 0","-0,81599313","3th_layer_n503, 0"
"2nd_layer_n398, 0","0,34621528","3th_layer_n504, 0"
"2nd_layer_n116, 0","-0,9050524","3th_layer_n504, 0"
"2nd_layer_n116, 0","0,3380929","3th_layer_n505, 0"
"2nd_layer_n48, 0","-0,09605317","3th_layer_n505, 0"
"2nd_layer_n150, 0","0,73479295","3th_layer_n506, 0"
"2nd_layer_n432, 0","-0,03630067","3th_layer_n506, 0"
"2nd_layer_n366, 0","0,6727781","3th_layer_n507, 0"
"2nd_layer_n224, 0","-0,5031633","3th_layer_n507, 0"
"2nd_layer_n54, 0","0,8989394","3th_layer_n508, 0"
"2nd_layer_n127, 0","-0,95360786","3th_layer_n508, 0"
"2nd_layer_n52, 0","0,45966238","3th_layer_n509, 0"
"2nd_layer_n322, 0","-0,6777206","3th_layer_n509, 0"
"2nd_layer_n242, 0","0,2865744","3th_layer_n510, 0"
"2nd_layer_n329, 0","-0,28772703","3th_layer_n510, 0"
"2nd_layer_n283, 0","0,2585232","3th_layer_n511, 0"
"2nd_layer_n84, 0","-0,21077357","3th_layer_n511, 0"
"2nd_layer_n428, 0","0,17601375","3th_layer_n512, 0"
"2nd_layer_n240, 0","-0,31558746","3th_layer_n512, 0"
