neuron1,value,neuron2
"e8_7, 0","-0,18438366","2nd_layer_n227, 0"
"e8_8, 0","0,011813095","2nd_layer_n223, 0"
"e8_8, 0","-0,5488461","2nd_layer_n26, 0"
"e8_9, 0","0,9560164","2nd_layer_n237, 0"
"e8_9, 0","-0,69698906","2nd_layer_n140, 0"
"e8_10, 0","0,3039946","2nd_layer_n76, 0"
"e8_10, 0","-0,45194465","2nd_layer_n50, 0"
"e8_11, 0","0,9277355","2nd_layer_n232, 0"
"e8_11, 0","-0,022303127","2nd_layer_n298, 0"
"e8_12, 0","0,2225831","2nd_layer_n304, 0"
"e8_12, 0","-0,5731094","2nd_layer_n476, 0"
"f1_1, 0","0,7251428","2nd_layer_n297, 0"
"f1_1, 0","-0,25256866","2nd_layer_n96, 0"
"f1_2, 0","0,8656997","2nd_layer_n332, 0"
"f1_2, 0","-0,94058776","2nd_layer_n310, 0"
"f1_3, 0","0,35637683","2nd_layer_n124, 0"
"f1_3, 0","-0,044821136","2nd_layer_n317, 0"
"f1_4, 0","0,6985799","2nd_layer_n46, 0"
"f1_4, 0","-0,81171024","2nd_layer_n282, 0"
"f1_5, 0","0,40247285","2nd_layer_n455, 0"
"f1_5, 0","-0,63916695","2nd_layer_n148, 0"
"f1_6, 0","0,28122106","2nd_layer_n267, 0"
"f1_6, 0","-0,865348","2nd_layer_n328, 0"
"f1_7, 0","0,060501903","2nd_layer_n288, 0"
"f1_7, 0","-0,5578624","2nd_layer_n220, 0"
"f1_8, 0","0,8261469","2nd_layer_n84, 0"
"f1_8, 0","-0,95888734","2nd_layer_n15, 0"
"f1_9, 0","0,45203838","2nd_layer_n154, 0"
"f1_9, 0","-0,22940113","2nd_layer_n142, 0"
"f1_10, 0","0,69125026","2nd_layer_n273, 0"
"f1_10, 0","-0,48575407","2nd_layer_n388, 0"
"f1_11, 0","0,7545895","2nd_layer_n342, 0"
"f1_11, 0","-0,74114424","2nd_layer_n405, 0"
"f1_12, 0","0,5825753","2nd_layer_n64, 0"
"f1_12, 0","-0,11017278","2nd_layer_n406, 0"
"f2_1, 0","0,4292848","2nd_layer_n364, 0"
"f2_1, 0","-0,49078223","2nd_layer_n18, 0"
"f2_2, 0","0,6569232","2nd_layer_n391, 0"
"f2_2, 0","-0,6241501","2nd_layer_n199, 0"
"f2_3, 0","0,14244695","2nd_layer_n403, 0"
"f2_3, 0","-0,46969405","2nd_layer_n451, 0"
"f2_4, 0","0,9940649","2nd_layer_n147, 0"
"f2_4, 0","-0,05914816","2nd_layer_n335, 0"
"f2_5, 0","0,45640144","2nd_layer_n168, 0"
"f2_5, 0","-0,27867472","2nd_layer_n388, 0"
"f2_6, 0","0,87481","2nd_layer_n402, 0"
"f2_6, 0","-0,7463287","2nd_layer_n220, 0"
"f2_7, 0","0,68067414","2nd_layer_n374, 0"
"f2_7, 0","-0,8021594","2nd_layer_n104, 0"
"f2_8, 0","0,9828325","2nd_layer_n12, 0"
"f2_8, 0","-0,89482814","2nd_layer_n469, 0"
"f2_9, 0","0,66510576","2nd_layer_n485, 0"
"f2_9, 0","-0,75750864","2nd_layer_n221, 0"
"f2_10, 0","0,32595426","2nd_layer_n395, 0"
"f2_10, 0","-0,6778812","2nd_layer_n174, 0"
"f2_11, 0","0,32463834","2nd_layer_n53, 0"
"f2_11, 0","-0,27631965","2nd_layer_n472, 0"
"f2_12, 0","0,8855007","2nd_layer_n387, 0"
"f2_12, 0","-0,9403406","2nd_layer_n118, 0"
"f3_1, 0","0,67594016","2nd_layer_n41, 0"
"f3_1, 0","-0,69509333","2nd_layer_n284, 0"
"f3_2, 0","0,96504146","2nd_layer_n181, 0"
"f3_2, 0","-0,5424821","2nd_layer_n475, 0"
"f3_3, 0","0,6690018","2nd_layer_n119, 0"
"f3_3, 0","-0,44574323","2nd_layer_n68, 0"
"f3_4, 0","0,09828684","2nd_layer_n301, 0"
"f3_4, 0","-0,2625857","2nd_layer_n3, 0"
"f3_5, 0","0,7784699","2nd_layer_n314, 0"
"f3_5, 0","-0,10890365","2nd_layer_n11, 0"
"f3_6, 0","0,5247444","2nd_layer_n111, 0"
"f3_6, 0","-0,1921352","2nd_layer_n283, 0"
"f3_7, 0","0,9072648","2nd_layer_n440, 0"
"f3_7, 0","-0,76980484","2nd_layer_n506, 0"
"f3_8, 0","0,85131806","2nd_layer_n58, 0"
"f3_8, 0","-0,7731015","2nd_layer_n341, 0"
"f3_9, 0","0,49833503","2nd_layer_n28, 0"
"f3_9, 0","-0,42911813","2nd_layer_n387, 0"
"f3_10, 0","0,33274537","2nd_layer_n185, 0"
"f3_10, 0","-0,6542166","2nd_layer_n146, 0"
"f3_11, 0","0,697224","2nd_layer_n446, 0"
"f3_11, 0","-0,75733554","2nd_layer_n247, 0"
"f3_12, 0","0,5594275","2nd_layer_n115, 0"
"f3_12, 0","-0,47120208","2nd_layer_n415, 0"
"f4_1, 0","0,70016694","2nd_layer_n213, 0"
"f4_1, 0","-0,4473902","2nd_layer_n212, 0"
"f4_2, 0","0,6322378","2nd_layer_n254, 0"
"f4_2, 0","-0,5873454","2nd_layer_n180, 0"
"f4_3, 0","0,199387","2nd_layer_n163, 0"
"f4_3, 0","-0,5277004","2nd_layer_n40, 0"
"f4_4, 0","0,06585013","2nd_layer_n433, 0"
"f4_4, 0","-0,91406906","2nd_layer_n441, 0"
"f4_5, 0","0,43811288","2nd_layer_n141, 0"
"f4_5, 0","-0,67580307","2nd_layer_n10, 0"
"f4_6, 0","0,6957957","2nd_layer_n244, 0"
"f4_6, 0","-0,86204004","2nd_layer_n329, 0"
"f4_7, 0","0,31987223","2nd_layer_n143, 0"
"f4_7, 0","-0,29714933","2nd_layer_n319, 0"
"f4_8, 0","0,8323309","2nd_layer_n406, 0"
"f4_8, 0","-0,4244841","2nd_layer_n125, 0"
"f4_9, 0","0,7890134","2nd_layer_n139, 0"
"f4_9, 0","-0,010940789","2nd_layer_n204, 0"
"f4_10, 0","0,8094597","2nd_layer_n395, 0"
"f4_10, 0","-0,729093","2nd_layer_n408, 0"
"f4_11, 0","0,19140504","2nd_layer_n249, 0"
"f4_11, 0","-0,3424081","2nd_layer_n255, 0"
"f4_12, 0","0,66095597","2nd_layer_n397, 0"
"f4_12, 0","-0,55229807","2nd_layer_n45, 0"
"f5_1, 0","0,38621134","2nd_layer_n14, 0"
"f5_1, 0","-0,24700591","2nd_layer_n355, 0"
"f5_2, 0","0,76005405","2nd_layer_n467, 0"
"f5_2, 0","-0,56821334","2nd_layer_n131, 0"
"f5_3, 0","0,33158088","2nd_layer_n495, 0"
"f5_3, 0","-0,26736927","2nd_layer_n56, 0"
"f5_4, 0","0,74836504","2nd_layer_n374, 0"
"f5_4, 0","-0,035244502","2nd_layer_n296, 0"
"f5_5, 0","0,2719217","2nd_layer_n148, 0"
"f5_5, 0","-0,43808126","2nd_layer_n12, 0"
"f5_6, 0","0,57109576","2nd_layer_n479, 0"
"f5_6, 0","-0,09839912","2nd_layer_n401, 0"
"f5_7, 0","0,83652365","2nd_layer_n214, 0"
"f5_7, 0","-0,8533739","2nd_layer_n366, 0"
"f5_8, 0","0,37395653","2nd_layer_n387, 0"
"f5_8, 0","-0,89567155","2nd_layer_n382, 0"
"f5_9, 0","0,38199088","2nd_layer_n296, 0"
"f5_9, 0","-0,23632078","2nd_layer_n367, 0"
"f5_10, 0","0,5949161","2nd_layer_n81, 0"
"f5_10, 0","-0,6800445","2nd_layer_n113, 0"
"f5_11, 0","0,46256733","2nd_layer_n103, 0"
"f5_11, 0","-0,08560147","2nd_layer_n460, 0"
"f5_12, 0","0,16891773","2nd_layer_n411, 0"
"f5_12, 0","-0,03352654","2nd_layer_n274, 0"
"f6_1, 0","0,707067","2nd_layer_n465, 0"
"f6_1, 0","-0,69323796","2nd_layer_n257, 0"
"f6_2, 0","0,37899432","2nd_layer_n225, 0"
"f6_2, 0","-0,92387486","2nd_layer_n307, 0"
"f6_3, 0","0,10838857","2nd_layer_n58, 0"
"f6_3, 0","-0,21372211","2nd_layer_n202, 0"
"f6_4, 0","0,43625373","2nd_layer_n21, 0"
"f6_4, 0","-0,05646767","2nd_layer_n329, 0"
"f6_5, 0","0,24896239","2nd_layer_n361, 0"
"f6_5, 0","-0,7118781","2nd_layer_n409, 0"
"f6_6, 0","0,92648345","2nd_layer_n510, 0"
"f6_6, 0","-0,9859588","2nd_layer_n491, 0"
"f6_7, 0","0,916229","2nd_layer_n468, 0"
"f6_7, 0","-0,89405733","2nd_layer_n232, 0"
"f6_8, 0","0,46041876","2nd_layer_n332, 0"
"f6_8, 0","-0,64013827","2nd_layer_n32, 0"
"f6_9, 0","0,87374026","2nd_layer_n236, 0"
"f6_9, 0","-0,86959773","2nd_layer_n22, 0"
"f6_10, 0","0,28944758","2nd_layer_n28, 0"
"f6_10, 0","-0,6507218","2nd_layer_n260, 0"
"f6_11, 0","0,29725242","2nd_layer_n435, 0"
"f6_11, 0","-0,55028516","2nd_layer_n364, 0"
"f6_12, 0","0,7677373","2nd_layer_n507, 0"
"f6_12, 0","-0,70437086","2nd_layer_n211, 0"
"f7_1, 0","0,3946626","2nd_layer_n491, 0"
"f7_1, 0","-0,90425026","2nd_layer_n76, 0"
"f7_2, 0","0,53737086","2nd_layer_n373, 0"
"f7_2, 0","-0,7653644","2nd_layer_n21, 0"
"f7_3, 0","0,077272005","2nd_layer_n428, 0"
"f7_3, 0","-0,2678187","2nd_layer_n158, 0"
"f7_4, 0","0,39493573","2nd_layer_n2, 0"
"f7_4, 0","-0,32614404","2nd_layer_n66, 0"
"f7_5, 0","0,63028055","2nd_layer_n423, 0"
"f7_5, 0","-0,9192431","2nd_layer_n66, 0"
"f7_6, 0","0,24373797","2nd_layer_n477, 0"
"f7_6, 0","-0,93858045","2nd_layer_n316, 0"
"f7_7, 0","0,3603935","2nd_layer_n236, 0"
"f7_7, 0","-0,7715494","2nd_layer_n313, 0"
"f7_8, 0","0,9690744","2nd_layer_n50, 0"
"f7_8, 0","-0,855679","2nd_layer_n6, 0"
"f7_9, 0","0,12641011","2nd_layer_n242, 0"
"f7_9, 0","-0,3220781","2nd_layer_n141, 0"
"f7_10, 0","0,22719386","2nd_layer_n344, 0"
"f7_10, 0","-0,53627175","2nd_layer_n372, 0"
"f7_11, 0","0,8412761","2nd_layer_n243, 0"
"f7_11, 0","-0,38178858","2nd_layer_n349, 0"
"f7_12, 0","0,9024483","2nd_layer_n498, 0"
"f7_12, 0","-0,45620492","2nd_layer_n171, 0"
"f8_1, 0","0,3217812","2nd_layer_n481, 0"
"f8_1, 0","-0,29332113","2nd_layer_n137, 0"
"f8_2, 0","0,6718699","2nd_layer_n44, 0"
"f8_2, 0","-0,053946648","2nd_layer_n99, 0"
"f8_3, 0","0,8080182","2nd_layer_n348, 0"
"f8_3, 0","-0,06570431","2nd_layer_n98, 0"
"f8_4, 0","0,22592847","2nd_layer_n78, 0"
"f8_4, 0","-0,97150934","2nd_layer_n13, 0"
"f8_5, 0","0,52192134","2nd_layer_n369, 0"
"f8_5, 0","-0,47362828","2nd_layer_n456, 0"
"f8_6, 0","0,25248015","2nd_layer_n340, 0"
"f8_6, 0","-0,25560126","2nd_layer_n388, 0"
"f8_7, 0","0,23167919","2nd_layer_n340, 0"
"f8_7, 0","-0,59955144","2nd_layer_n423, 0"
"f8_8, 0","0,002936531","2nd_layer_n496, 0"
"f8_8, 0","-0,36213467","2nd_layer_n391, 0"
"f8_9, 0","0,34492552","2nd_layer_n102, 0"
"f8_9, 0","-0,8651913","2nd_layer_n6, 0"
"f8_10, 0","0,88135785","2nd_layer_n418, 0"
"f8_10, 0","-0,035067033","2nd_layer_n213, 0"
"f8_11, 0","0,6364153","2nd_layer_n37, 0"
"f8_11, 0","-0,8118211","2nd_layer_n258, 0"
"f8_12, 0","0,1579387","2nd_layer_n192, 0"
"f8_12, 0","-0,5499835","2nd_layer_n495, 0"
"g1_1, 0","0,75573206","2nd_layer_n222, 0"
"g1_1, 0","-0,22582382","2nd_layer_n162, 0"
"g1_2, 0","0,34625557","2nd_layer_n231, 0"
"g1_2, 0","-0,082497776","2nd_layer_n77, 0"
"g1_3, 0","0,4532057","2nd_layer_n45, 0"
"g1_3, 0","-0,9178109","2nd_layer_n42, 0"
"g1_4, 0","0,06132456","2nd_layer_n110, 0"
"g1_4, 0","-0,019799411","2nd_layer_n154, 0"
"g1_5, 0","0,84033585","2nd_layer_n310, 0"
"g1_5, 0","-0,7159852","2nd_layer_n167, 0"
"g1_6, 0","0,46075615","2nd_layer_n486, 0"
"g1_6, 0","-0,5260876","2nd_layer_n299, 0"
"g1_7, 0","0,34686846","2nd_layer_n330, 0"
"g1_7, 0","-0,058173865","2nd_layer_n478, 0"
"g1_8, 0","0,4527459","2nd_layer_n230, 0"
"g1_8, 0","-0,16784556","2nd_layer_n300, 0"
"g1_9, 0","0,45381874","2nd_layer_n452, 0"
"g1_9, 0","-0,42743924","2nd_layer_n58, 0"
"g1_10, 0","0,8858102","2nd_layer_n411, 0"
"g1_10, 0","-0,062855795","2nd_layer_n273, 0"
"g1_11, 0","0,7492869","2nd_layer_n334, 0"
"g1_11, 0","-0,4375959","2nd_layer_n42, 0"
"g1_12, 0","0,7941201","2nd_layer_n259, 0"
"g1_12, 0","-0,32382917","2nd_layer_n428, 0"
"g2_1, 0","0,1147689","2nd_layer_n389, 0"
"g2_1, 0","-0,69883984","2nd_layer_n9, 0"
"g2_2, 0","0,6558069","2nd_layer_n400, 0"
"g2_2, 0","-0,62346727","2nd_layer_n387, 0"
"g2_3, 0","0,6523317","2nd_layer_n240, 0"
"g2_3, 0","-0,5116962","2nd_layer_n87, 0"
"g2_4, 0","0,5100425","2nd_layer_n95, 0"
"g2_4, 0","-0,3832984","2nd_layer_n6, 0"
"g2_5, 0","0,5460774","2nd_layer_n320, 0"
"g2_5, 0","-0,2770541","2nd_layer_n394, 0"
"g2_6, 0","0,008266055","2nd_layer_n459, 0"
"g2_6, 0","-0,45369","2nd_layer_n256, 0"
"g2_7, 0","0,20889345","2nd_layer_n328, 0"
"g2_7, 0","-0,048657957","2nd_layer_n169, 0"
"g2_8, 0","0,16480225","2nd_layer_n53, 0"
"g2_8, 0","-0,89200664","2nd_layer_n126, 0"
"g2_9, 0","0,64909494","2nd_layer_n368, 0"
"g2_9, 0","-0,66221964","2nd_layer_n281, 0"
"g2_10, 0","0,1950267","2nd_layer_n320, 0"
"g2_10, 0","-0,7860419","2nd_layer_n27, 0"
"g2_11, 0","0,23814292","2nd_layer_n96, 0"
"g2_11, 0","-0,7152242","2nd_layer_n215, 0"
"g2_12, 0","0,344574","2nd_layer_n196, 0"
"g2_12, 0","-0,48834866","2nd_layer_n2, 0"
"g3_1, 0","0,3151978","2nd_layer_n251, 0"
"g3_1, 0","-0,8665834","2nd_layer_n288, 0"
"g3_2, 0","0,3526286","2nd_layer_n50, 0"
"g3_2, 0","-0,2578532","2nd_layer_n77, 0"
"g3_3, 0","0,48519444","2nd_layer_n498, 0"
"g3_3, 0","-0,6848875","2nd_layer_n108, 0"
"g3_4, 0","0,9487767","2nd_layer_n404, 0"
"g3_4, 0","-0,9705586","2nd_layer_n363, 0"
"g3_5, 0","0,85657","2nd_layer_n274, 0"
"g3_5, 0","-0,2648231","2nd_layer_n127, 0"
"g3_6, 0","0,070171416","2nd_layer_n102, 0"
"g3_6, 0","-0,1542118","2nd_layer_n354, 0"
"g3_7, 0","0,64842635","2nd_layer_n333, 0"
"g3_7, 0","-0,054331627","2nd_layer_n205, 0"
"g3_8, 0","0,17150535","2nd_layer_n93, 0"
"g3_8, 0","-0,5285209","2nd_layer_n125, 0"
"g3_9, 0","0,707902","2nd_layer_n396, 0"
"g3_9, 0","-0,44519123","2nd_layer_n299, 0"
"g3_10, 0","0,6535975","2nd_layer_n434, 0"
"g3_10, 0","-0,4214421","2nd_layer_n489, 0"
"g3_11, 0","0,40062875","2nd_layer_n180, 0"
"g3_11, 0","-0,49518794","2nd_layer_n493, 0"
"g3_12, 0","0,42413357","2nd_layer_n135, 0"
"g3_12, 0","-0,0912421","2nd_layer_n244, 0"
"g4_1, 0","0,9265956","2nd_layer_n230, 0"
"g4_1, 0","-0,8202558","2nd_layer_n182, 0"
"g4_2, 0","0,76797897","2nd_layer_n471, 0"
"g4_2, 0","-0,7356517","2nd_layer_n468, 0"
"g4_3, 0","0,28087592","2nd_layer_n52, 0"
"g4_3, 0","-0,8590757","2nd_layer_n503, 0"
"g4_4, 0","0,8315146","2nd_layer_n415, 0"
"g4_4, 0","-0,7901119","2nd_layer_n202, 0"
"g4_5, 0","0,8491342","2nd_layer_n269, 0"
"g4_5, 0","-0,3476958","2nd_layer_n305, 0"
"g4_6, 0","0,8048291","2nd_layer_n278, 0"
"g4_6, 0","-0,32728523","2nd_layer_n354, 0"
"g4_7, 0","0,76531476","2nd_layer_n380, 0"
"g4_7, 0","-0,8336677","2nd_layer_n196, 0"
"g4_8, 0","0,52982527","2nd_layer_n56, 0"
"g4_8, 0","-0,043680232","2nd_layer_n336, 0"
"g4_9, 0","0,7169912","2nd_layer_n490, 0"
"g4_9, 0","-0,6586716","2nd_layer_n175, 0"
"g4_10, 0","0,82185316","2nd_layer_n185, 0"
"g4_10, 0","-0,21272716","2nd_layer_n492, 0"
"g4_11, 0","0,42972964","2nd_layer_n386, 0"
"g4_11, 0","-0,86819905","2nd_layer_n11, 0"
"g4_12, 0","0,19014554","2nd_layer_n258, 0"
"g4_12, 0","-0,82381755","2nd_layer_n221, 0"
"g5_1, 0","0,27834496","2nd_layer_n441, 0"
"g5_1, 0","-0,9288424","2nd_layer_n362, 0"
"g5_2, 0","0,3844295","2nd_layer_n207, 0"
"g5_2, 0","-0,90577257","2nd_layer_n478, 0"
"g5_3, 0","0,7068787","2nd_layer_n98, 0"
"g5_3, 0","-0,15449835","2nd_layer_n503, 0"
"g5_4, 0","0,17995884","2nd_layer_n132, 0"
"g5_4, 0","-0,5363752","2nd_layer_n14, 0"
"g5_5, 0","0,27281106","2nd_layer_n224, 0"
"g5_5, 0","-0,6453528","2nd_layer_n51, 0"
"g5_6, 0","0,6494029","2nd_layer_n57, 0"
"g5_6, 0","-0,22169954","2nd_layer_n389, 0"
"g5_7, 0","0,5750181","2nd_layer_n152, 0"
"g5_7, 0","-0,99392146","2nd_layer_n382, 0"
"g5_8, 0","0,5590239","2nd_layer_n435, 0"
"g5_8, 0","-0,617959","2nd_layer_n413, 0"
"g5_9, 0","0,9390233","2nd_layer_n266, 0"
"g5_9, 0","-0,32933682","2nd_layer_n497, 0"
"g5_10, 0","0,66450197","2nd_layer_n134, 0"
"g5_10, 0","-0,45207468","2nd_layer_n150, 0"
"g5_11, 0","0,7614803","2nd_layer_n383, 0"
"g5_11, 0","-0,97942704","2nd_layer_n33, 0"
"g5_12, 0","0,37188005","2nd_layer_n355, 0"
"g5_12, 0","-0,33186325","2nd_layer_n428, 0"
"g6_1, 0","0,8159324","2nd_layer_n423, 0"
"g6_1, 0","-0,7373837","2nd_layer_n480, 0"
"g6_2, 0","0,6498346","2nd_layer_n137, 0"
"g6_2, 0","-0,3942899","2nd_layer_n454, 0"
"g6_3, 0","0,8619115","2nd_layer_n104, 0"
"g6_3, 0","-0,56015307","2nd_layer_n95, 0"
"g6_4, 0","0,5228053","2nd_layer_n139, 0"
"g6_4, 0","-0,78053945","2nd_layer_n284, 0"
"g6_5, 0","0,96554834","2nd_layer_n220, 0"
"g6_5, 0","-0,65506","2nd_layer_n429, 0"
"g6_6, 0","0,9087227","2nd_layer_n367, 0"
"g6_6, 0","-0,6203209","2nd_layer_n300, 0"
"g6_7, 0","0,50425625","2nd_layer_n181, 0"
"g6_7, 0","-0,00023844861","2nd_layer_n37, 0"
"g6_8, 0","0,7664533","2nd_layer_n185, 0"
"g6_8, 0","-0,80374944","2nd_layer_n202, 0"
"g6_9, 0","0,23691618","2nd_layer_n460, 0"
"g6_9, 0","-0,92681855","2nd_layer_n111, 0"
"g6_10, 0","0,55468065","2nd_layer_n157, 0"
"g6_10, 0","-0,40910637","2nd_layer_n202, 0"
"g6_11, 0","0,8332375","2nd_layer_n300, 0"
"g6_11, 0","-0,9483868","2nd_layer_n33, 0"
"g6_12, 0","0,72470194","2nd_layer_n311, 0"
"g6_12, 0","-0,13752829","2nd_layer_n182, 0"
"g7_1, 0","0,44573796","2nd_layer_n482, 0"
"g7_1, 0","-0,9318109","2nd_layer_n151, 0"
"g7_2, 0","0,5139924","2nd_layer_n112, 0"
"g7_2, 0","-0,82557505","2nd_layer_n123, 0"
"g7_3, 0","0,60049075","2nd_layer_n101, 0"
"g7_3, 0","-0,45426393","2nd_layer_n183, 0"
"g7_4, 0","0,5825751","2nd_layer_n501, 0"
"g7_4, 0","-0,6174172","2nd_layer_n272, 0"
"g7_5, 0","0,9917194","2nd_layer_n11, 0"
"g7_5, 0","-0,9657417","2nd_layer_n114, 0"
"g7_6, 0","0,8641954","2nd_layer_n179, 0"
"g7_6, 0","-0,7445967","2nd_layer_n415, 0"
"g7_7, 0","0,12548877","2nd_layer_n372, 0"
"g7_7, 0","-0,07274239","2nd_layer_n209, 0"
"g7_8, 0","0,85675675","2nd_layer_n390, 0"
"g7_8, 0","-0,6066578","2nd_layer_n166, 0"
"g7_9, 0","0,91351014","2nd_layer_n34, 0"
"g7_9, 0","-0,82200503","2nd_layer_n335, 0"
"g7_10, 0","0,12692975","2nd_layer_n440, 0"
"g7_10, 0","-0,887027","2nd_layer_n301, 0"
"g7_11, 0","0,9948416","2nd_layer_n119, 0"
"g7_11, 0","-0,5493939","2nd_layer_n171, 0"
"g7_12, 0","0,21566163","2nd_layer_n4, 0"
"g7_12, 0","-0,3358962","2nd_layer_n480, 0"
"g8_1, 0","0,38381404","2nd_layer_n131, 0"
"g8_1, 0","-0,15567647","2nd_layer_n343, 0"
"g8_2, 0","0,7649286","2nd_layer_n282, 0"
"g8_2, 0","-0,5415211","2nd_layer_n343, 0"
"g8_3, 0","0,7826627","2nd_layer_n380, 0"
"g8_3, 0","-0,49446654","2nd_layer_n453, 0"
"g8_4, 0","0,46179825","2nd_layer_n50, 0"
"g8_4, 0","-0,18924911","2nd_layer_n292, 0"
"g8_5, 0","0,26445457","2nd_layer_n511, 0"
"g8_5, 0","-0,609365","2nd_layer_n21, 0"
"g8_6, 0","0,26914865","2nd_layer_n69, 0"
"g8_6, 0","-0,44792807","2nd_layer_n399, 0"
"g8_7, 0","0,33005512","2nd_layer_n27, 0"
"g8_7, 0","-0,30330426","2nd_layer_n208, 0"
"g8_8, 0","0,55621696","2nd_layer_n234, 0"
"g8_8, 0","-0,42803943","2nd_layer_n459, 0"
"g8_9, 0","0,61278015","2nd_layer_n488, 0"
"g8_9, 0","-0,907897","2nd_layer_n480, 0"
"g8_10, 0","0,3942756","2nd_layer_n199, 0"
"g8_10, 0","-0,9033027","2nd_layer_n200, 0"
"g8_11, 0","0,7864135","2nd_layer_n339, 0"
"g8_11, 0","-0,8252137","2nd_layer_n485, 0"
"g8_12, 0","0,48074317","2nd_layer_n195, 0"
"g8_12, 0","-0,9954005","2nd_layer_n208, 0"
"h1_1, 0","0,8172796","2nd_layer_n28, 0"
"h1_1, 0","-0,5083296","2nd_layer_n278, 0"
"h1_2, 0","0,68373936","2nd_layer_n423, 0"
"h1_2, 0","-0,26511985","2nd_layer_n475, 0"
"h1_3, 0","0,9840592","2nd_layer_n307, 0"
"h1_3, 0","-0,5269941","2nd_layer_n225, 0"
"h1_4, 0","0,20293418","2nd_layer_n450, 0"
"h1_4, 0","-0,0611843","2nd_layer_n336, 0"
"h1_5, 0","0,87112033","2nd_layer_n330, 0"
"h1_5, 0","-0,1681438","2nd_layer_n209, 0"
"h1_6, 0","0,5483877","2nd_layer_n48, 0"
"h1_6, 0","-0,6832976","2nd_layer_n169, 0"
"h1_7, 0","0,36543265","2nd_layer_n66, 0"
"h1_7, 0","-0,09911064","2nd_layer_n215, 0"
"h1_8, 0","0,6815185","2nd_layer_n503, 0"
"h1_8, 0","-0,45584723","2nd_layer_n434, 0"
"h1_9, 0","0,9399475","2nd_layer_n204, 0"
"h1_9, 0","-0,5998868","2nd_layer_n417, 0"
"h1_10, 0","0,5550809","2nd_layer_n431, 0"
"h1_10, 0","-0,7912678","2nd_layer_n1, 0"
"h1_11, 0","0,042100433","2nd_layer_n409, 0"
"h1_11, 0","-0,7062639","2nd_layer_n48, 0"
"h1_12, 0","0,33982015","2nd_layer_n55, 0"
"h1_12, 0","-0,054212227","2nd_layer_n490, 0"
"h2_1, 0","0,96256804","2nd_layer_n181, 0"
"h2_1, 0","-0,3667667","2nd_layer_n161, 0"
"h2_2, 0","0,008402611","2nd_layer_n264, 0"
"h2_2, 0","-0,09485383","2nd_layer_n329, 0"
"h2_3, 0","0,43351012","2nd_layer_n338, 0"
"h2_3, 0","-0,19859959","2nd_layer_n93, 0"
"h2_4, 0","0,9247964","2nd_layer_n93, 0"
"h2_4, 0","-0,025732983","2nd_layer_n471, 0"
"h2_5, 0","0,9905772","2nd_layer_n280, 0"
"h2_5, 0","-0,41241282","2nd_layer_n389, 0"
"h2_6, 0","0,43219176","2nd_layer_n178, 0"
"h2_6, 0","-0,99020386","2nd_layer_n123, 0"
"h2_7, 0","0,059179768","2nd_layer_n142, 0"
"h2_7, 0","-0,97020805","2nd_layer_n328, 0"
"h2_8, 0","0,30509102","2nd_layer_n256, 0"
"h2_8, 0","-0,8418945","2nd_layer_n473, 0"
"h2_9, 0","0,079997376","2nd_layer_n335, 0"
"h2_9, 0","-0,5673006","2nd_layer_n66, 0"
"h2_10, 0","0,78741676","2nd_layer_n429, 0"
"h2_10, 0","-0,8710164","2nd_layer_n387, 0"
"h2_11, 0","0,31092367","2nd_layer_n437, 0"
"h2_11, 0","-0,7824534","2nd_layer_n121, 0"
"h2_12, 0","0,84686327","2nd_layer_n62, 0"
"h2_12, 0","-0,66627634","2nd_layer_n324, 0"
"h3_1, 0","0,44717982","2nd_layer_n97, 0"
"h3_1, 0","-0,30066764","2nd_layer_n418, 0"
"h3_2, 0","0,0151459165","2nd_layer_n150, 0"
"h3_2, 0","-0,90609765","2nd_layer_n356, 0"
"h3_3, 0","0,49095953","2nd_layer_n386, 0"
"h3_3, 0","-0,7644682","2nd_layer_n473, 0"
"h3_4, 0","0,036522686","2nd_layer_n342, 0"
"h3_4, 0","-0,11396879","2nd_layer_n416, 0"
"h3_5, 0","0,14180186","2nd_layer_n78, 0"
"h3_5, 0","-0,53228396","2nd_layer_n144, 0"
"h3_6, 0","0,30902943","2nd_layer_n388, 0"
"h3_6, 0","-0,5177891","2nd_layer_n72, 0"
"h3_7, 0","0,9709097","2nd_layer_n97, 0"
"h3_7, 0","-0,19960697","2nd_layer_n9, 0"
"h3_8, 0","0,8680222","2nd_layer_n14, 0"
"h3_8, 0","-0,86880815","2nd_layer_n29, 0"
"h3_9, 0","0,8334386","2nd_layer_n1, 0"
"h3_9, 0","-0,91263133","2nd_layer_n125, 0"
"h3_10, 0","0,6705286","2nd_layer_n511, 0"
"h3_10, 0","-0,6033147","2nd_layer_n95, 0"
"h3_11, 0","0,9330262","2nd_layer_n65, 0"
"h3_11, 0","-0,46230736","2nd_layer_n55, 0"
"h3_12, 0","0,8651131","2nd_layer_n335, 0"
"h3_12, 0","-0,9130479","2nd_layer_n180, 0"
"h4_1, 0","0,84108496","2nd_layer_n298, 0"
"h4_1, 0","-0,9646188","2nd_layer_n191, 0"
"h4_2, 0","0,468613","2nd_layer_n460, 0"
"h4_2, 0","-0,046624772","2nd_layer_n52, 0"
"h4_3, 0","0,85017866","2nd_layer_n338, 0"
"h4_3, 0","-0,6195017","2nd_layer_n59, 0"
"h4_4, 0","0,6706035","2nd_layer_n473, 0"
